order_id,order_date,product_id,quantity_sold,unit_selling_price
SO04286,2023-11-04,P045,28,36.81
SO04287,2023-02-01,P080,8,18.25
SO04288,2024-03-28,P078,18,157.11
SO04289,2024-01-24,P061,4,99.44
SO04290,2023-10-09,P007,10,1066.01
SO04291,2024-05-14,P083,10,115.87
SO04292,2024-11-23,P100,28,132.25
SO04293,2024-03-27,P070,10,241.61
SO04294,2023-05-22,P096,17,248.77
SO04295,2024-11-01,P025,22,122.74
SO04296,2024-02-07,P045,2,51.01
SO04297,2024-05-16,P059,7,95.06
SO04298,2024-09-28,P045,2,56.0
SO04299,2023-01-02,P061,4,52.44
SO04300,2024-12-06,P008,14,73.18
SO04301,2023-03-30,P015,3,43.49
SO04302,2024-05-12,P016,12,1277.45
SO04303,2023-12-02,P083,23,155.57
SO04304,2024-12-23,P074,9,93.09
SO04305,2024-01-01,P064,11,180.37
SO04306,2024-11-30,P064,21,185.39
SO04307,2023-03-01,P033,12,74.68
SO04308,2023-05-31,P015,6,33.71
SO04309,2024-05-14,P027,4,171.5
SO04310,2023-01-11,P098,18,550.7
SO04311,2024-05-16,P060,2,157.54
SO04312,2023-09-12,P009,13,144.5
SO04313,2023-03-05,P091,14,790.03
SO04314,2023-07-08,P024,16,102.67
SO04315,2023-01-30,P082,17,107.19
SO04316,2024-06-29,P084,15,155.74
SO04317,2024-04-09,P099,18,980.72
SO04318,2023-10-14,P046,17,20.27
SO04319,2024-03-21,P046,8,33.93
SO04320,2024-05-09,P064,1,205.44
SO04321,2023-10-10,P028,15,37.07
SO04322,2024-11-18,P082,12,162.71
SO04323,2024-09-09,P038,2,94.29
SO04324,2024-04-24,P055,8,247.12
SO04325,2024-04-22,P022,13,165.99
SO04326,2024-12-31,P078,17,160.52
SO04327,2024-10-28,P054,9,144.1
SO04328,2023-05-07,P077,5,124.56
SO04329,2024-09-16,P062,4,53.72
SO04330,2024-11-15,P092,3,121.89
SO04331,2023-12-11,P052,1,75.73
SO04332,2024-09-13,P026,10,91.97
SO04333,2024-03-25,P085,1,265.2
SO04334,2024-09-29,P045,5,36.95
SO04335,2024-11-27,P046,11,26.36
SO04336,2024-12-22,P014,36,492.77
SO04337,2024-03-23,P092,15,160.6
SO04338,2023-10-25,P079,17,19.72
SO04339,2023-12-24,P004,7,56.3
SO04340,2024-09-17,P026,8,148.23
SO04341,2024-01-24,P023,1,22.93
SO04342,2024-07-31,P017,10,17.74
SO04343,2023-02-13,P053,19,22.17
SO04344,2023-02-15,P003,7,174.58
SO04345,2023-09-12,P013,17,18.0
SO04346,2023-07-15,P077,17,136.4
SO04347,2023-07-18,P008,12,76.16
SO04348,2024-11-30,P053,13,30.42
SO04349,2024-01-07,P024,15,78.59
SO04350,2023-07-06,P081,17,177.6
SO04351,2023-11-29,P075,15,117.35
SO04352,2023-05-26,P014,14,540.99
SO04353,2024-07-15,P080,17,17.26
SO04354,2024-06-25,P081,3,214.73
SO04355,2023-02-04,P055,17,160.52
SO04356,2023-09-19,P030,11,108.36
SO04357,2024-07-03,P037,4,60.84
SO04358,2023-09-04,P045,2,51.02
SO04359,2023-12-07,P072,23,269.8
SO04360,2024-10-11,P049,13,110.53
SO04361,2024-09-30,P008,5,56.36
SO04362,2024-10-17,P068,22,188.39
SO04363,2024-12-24,P041,14,45.51
SO04364,2023-04-10,P087,8,263.82
SO04365,2023-06-02,P033,14,95.69
SO04366,2024-04-26,P059,6,114.29
SO04367,2024-08-24,P004,9,65.02
SO04368,2024-08-13,P026,18,109.2
SO04369,2023-09-27,P093,6,113.57
SO04370,2024-08-11,P010,15,59.36
SO04371,2023-12-10,P100,17,156.45
SO04372,2024-04-27,P033,8,68.91
SO04373,2024-08-22,P099,13,764.7
SO04374,2023-09-30,P040,9,548.57
SO04375,2023-09-28,P057,17,126.09
SO04376,2024-03-03,P032,11,110.91
SO04377,2024-11-27,P097,5,20.05
SO04378,2023-02-15,P025,15,88.87
SO04379,2023-12-01,P045,3,60.16
SO04380,2024-01-06,P096,6,132.96
SO04381,2024-12-08,P053,26,34.28
SO04382,2023-09-19,P075,16,114.66
SO04383,2024-10-07,P012,28,62.16
SO04384,2023-03-24,P069,11,180.42
SO04385,2024-05-08,P053,1,29.06
SO04386,2023-04-24,P056,7,204.93
SO04387,2023-12-27,P044,12,71.03
SO04388,2023-01-19,P048,11,81.0
SO04389,2024-04-05,P028,2,22.62
SO04390,2024-07-16,P041,16,46.49
SO04391,2023-03-25,P043,16,76.05
SO04392,2024-03-05,P002,9,97.8
SO04393,2023-09-27,P086,12,713.78
SO04394,2023-10-08,P073,16,205.98
SO04395,2023-04-26,P067,16,31.69
SO04396,2024-06-13,P078,16,179.18
SO04397,2023-10-07,P090,4,88.43
SO04398,2023-04-21,P068,11,156.9
SO04399,2024-08-04,P090,15,71.21
SO04400,2024-05-31,P009,14,120.2
SO04401,2024-07-04,P020,12,81.86
SO04402,2024-07-04,P016,15,688.11
SO04403,2024-07-04,P089,17,57.02
SO04404,2024-12-05,P005,17,122.55
SO04405,2023-01-21,P092,19,126.92
SO04406,2023-04-08,P091,1,816.7
SO04407,2024-02-16,P041,9,31.52
SO04408,2023-07-12,P061,2,81.84
SO04409,2024-10-03,P077,11,108.09
SO04410,2023-02-24,P002,4,100.81
SO04411,2023-06-13,P059,3,66.05
SO04412,2023-06-07,P023,16,37.62
SO04413,2023-04-11,P050,7,52.24
SO04414,2023-05-17,P080,5,20.24
SO04415,2024-06-27,P091,8,1247.95
SO04416,2023-05-02,P021,16,91.82
SO04417,2024-03-12,P044,5,63.7
SO04418,2023-09-02,P058,13,62.88
SO04419,2024-05-20,P027,1,221.45
SO04420,2023-09-10,P028,7,31.43
SO04421,2023-06-28,P027,7,161.85
SO04422,2023-01-11,P036,2,162.56
SO04423,2023-07-16,P089,1,49.71
SO04424,2024-04-11,P044,7,107.74
SO04425,2023-03-15,P061,16,82.28
SO04426,2023-08-17,P031,19,44.1
SO04427,2023-08-27,P060,7,181.5
SO04428,2024-07-07,P090,19,84.73
SO04429,2024-02-23,P026,6,161.42
SO04430,2023-10-14,P017,7,26.88
SO04431,2023-06-09,P075,11,123.97
SO04432,2023-04-07,P098,9,367.54
SO04433,2023-11-21,P016,22,1239.62
SO04434,2024-11-04,P018,4,33.27
SO04435,2023-02-16,P018,2,52.83
SO04436,2024-01-19,P073,2,187.05
SO04437,2023-11-23,P088,29,160.51
SO04438,2023-12-16,P031,10,53.24
SO04439,2024-11-26,P016,4,898.99
SO04440,2023-04-29,P089,6,64.05
SO04441,2023-08-12,P076,18,141.12
SO04442,2023-11-09,P038,16,167.01
SO04443,2024-05-26,P017,11,29.59
SO04444,2024-07-21,P010,17,46.06
SO04445,2024-08-23,P087,3,169.35
SO04446,2023-06-15,P049,14,85.22
SO04447,2024-07-03,P064,12,152.14
SO04448,2023-04-03,P060,7,121.45
SO04449,2023-02-03,P002,2,97.25
SO04450,2023-10-29,P082,7,166.3
SO04451,2024-12-13,P045,1,70.82
SO04452,2023-03-11,P086,17,996.88
SO04453,2024-07-01,P052,16,76.92
SO04454,2024-06-03,P013,8,21.87
SO04455,2024-06-02,P015,2,42.28
SO04456,2024-01-04,P022,9,139.44
SO04457,2023-04-27,P009,11,134.75
SO04458,2024-03-07,P009,2,118.48
SO04459,2024-06-11,P004,5,59.72
SO04460,2024-12-09,P073,21,195.85
SO04461,2024-07-10,P017,5,20.66
SO04462,2023-01-06,P072,9,242.38
SO04463,2023-12-16,P018,1,34.86
SO04464,2023-01-07,P029,14,1021.02
SO04465,2023-02-07,P041,11,38.06
SO04466,2024-05-28,P058,2,86.46
SO04467,2024-02-24,P022,1,138.12
SO04468,2023-08-24,P094,7,136.88
SO04469,2024-02-11,P091,10,935.8
SO04470,2024-06-09,P049,16,66.28
SO04471,2024-12-21,P090,21,82.43
SO04472,2023-07-31,P080,10,20.19
SO04473,2024-11-23,P004,5,55.04
SO04474,2023-05-15,P006,17,200.3
SO04475,2023-11-02,P062,8,65.75
SO04476,2023-07-07,P030,19,191.3
SO04477,2024-01-07,P046,7,30.91
SO04478,2024-02-21,P043,10,61.06
SO04479,2023-10-30,P016,1,671.65
SO04480,2024-07-27,P080,3,18.66
SO04481,2023-08-13,P015,10,33.41
SO04482,2024-09-24,P011,1,206.98
SO04483,2023-09-06,P010,19,56.19
SO04484,2023-06-07,P032,14,70.11
SO04485,2024-07-25,P026,11,144.1
SO04486,2024-11-15,P050,6,34.18
SO04487,2024-06-25,P093,18,117.4
SO04488,2023-04-03,P096,19,131.89
SO04489,2024-10-19,P007,19,1358.33
SO04490,2023-10-08,P083,7,159.59
SO04491,2023-02-11,P087,12,203.21
SO04492,2024-04-26,P060,7,145.69
SO04493,2024-08-23,P064,18,193.8
SO04494,2023-10-18,P043,5,97.04
SO04495,2023-09-16,P063,16,57.54
SO04496,2023-07-25,P078,4,184.8
SO04497,2023-03-15,P065,19,151.93
SO04498,2023-04-25,P005,5,145.58
SO04499,2024-12-31,P035,9,316.25
SO04500,2024-08-23,P010,9,49.85
SO04501,2024-07-23,P092,9,107.01
SO04502,2023-08-10,P014,9,313.56
SO04503,2024-09-20,P030,19,161.96
SO04504,2023-08-04,P036,15,135.93
SO04505,2023-10-04,P089,8,62.3
SO04506,2023-08-29,P073,5,188.58
SO04507,2023-07-26,P021,9,172.25
SO04508,2024-05-29,P041,9,33.68
SO04509,2023-04-07,P015,11,36.41
SO04510,2024-11-11,P099,35,918.41
SO04511,2023-04-12,P077,9,200.1
SO04512,2023-01-21,P038,11,155.9
SO04513,2023-07-20,P015,16,28.31
SO04514,2024-01-09,P020,15,89.15
SO04515,2023-04-15,P057,10,103.83
SO04516,2024-02-08,P088,9,110.42
SO04517,2023-08-06,P100,17,119.56
SO04518,2024-09-21,P083,12,88.62
SO04519,2023-02-24,P010,2,59.39
SO04520,2023-03-02,P060,5,133.77
SO04521,2023-10-24,P017,30,26.61
SO04522,2023-01-03,P007,17,1250.71
SO04523,2023-10-21,P033,5,52.15
SO04524,2023-06-28,P018,18,30.93
SO04525,2023-10-11,P007,23,737.5
SO04526,2023-05-16,P067,19,51.26
SO04527,2023-08-05,P049,13,83.89
SO04528,2023-08-03,P023,10,27.3
SO04529,2023-11-03,P023,15,35.04
SO04530,2024-07-02,P002,17,125.01
SO04531,2024-06-17,P048,19,129.36
SO04532,2024-10-13,P032,21,83.39
SO04533,2023-02-15,P008,18,58.41
SO04534,2023-05-28,P064,4,224.84
SO04535,2024-01-20,P057,16,111.25
SO04536,2023-12-22,P010,1,49.02
SO04537,2023-02-01,P085,12,155.69
SO04538,2024-04-18,P079,9,18.13
SO04539,2024-01-24,P036,9,174.16
SO04540,2024-08-23,P080,2,20.6
SO04541,2023-07-16,P028,16,29.2
SO04542,2023-04-24,P095,1,118.85
SO04543,2024-10-08,P074,18,124.32
SO04544,2024-02-20,P055,15,192.3
SO04545,2024-06-10,P050,3,33.33
SO04546,2023-09-14,P049,3,102.96
SO04547,2023-12-26,P003,18,129.44
SO04548,2023-12-22,P080,12,20.21
SO04549,2024-02-26,P081,7,184.07
SO04550,2023-04-17,P078,11,140.31
SO04551,2024-05-22,P013,9,17.72
SO04552,2024-04-19,P053,15,24.43
SO04553,2023-03-05,P039,8,50.98
SO04554,2024-04-10,P010,16,45.37
SO04555,2024-06-11,P001,3,54.19
SO04556,2024-07-16,P093,12,129.13
SO04557,2023-02-21,P082,9,149.75
SO04558,2024-02-23,P071,7,17.03
SO04559,2024-06-13,P079,13,20.21
SO04560,2023-10-13,P025,31,95.04
SO04561,2024-03-30,P063,1,62.19
SO04562,2024-10-30,P031,11,32.51
SO04563,2023-12-24,P097,22,26.29
SO04564,2023-09-01,P006,9,213.51
SO04565,2024-07-28,P058,11,62.3
SO04566,2024-10-20,P051,7,47.99
SO04567,2023-07-29,P008,16,75.85
SO04568,2024-01-25,P024,14,97.0
SO04569,2023-07-08,P058,4,102.1
SO04570,2023-07-13,P023,14,32.95
SO04571,2024-01-13,P098,16,387.08
SO04572,2024-05-13,P091,15,1034.5
SO04573,2023-08-14,P089,2,51.87
SO04574,2024-09-01,P032,9,79.56
SO04575,2023-05-11,P001,18,75.89
SO04576,2023-08-04,P007,9,1052.88
SO04577,2023-02-23,P051,19,72.08
SO04578,2023-03-27,P079,3,21.48
SO04579,2023-08-26,P056,4,196.42
SO04580,2023-02-18,P090,14,89.9
SO04581,2024-10-19,P069,10,210.94
SO04582,2024-09-27,P083,17,127.86
SO04583,2024-09-10,P082,7,125.75
SO04584,2023-05-15,P027,7,225.44
SO04585,2023-05-19,P015,14,34.7
SO04586,2024-01-24,P035,5,294.11
SO04587,2024-05-01,P029,4,1019.0
SO04588,2023-09-17,P076,19,145.11
SO04589,2024-11-30,P032,26,83.18
SO04590,2023-01-26,P026,2,101.06
SO04591,2024-05-26,P046,18,26.79
SO04592,2023-01-31,P077,11,185.3
SO04593,2023-10-26,P007,24,1128.42
SO04594,2023-10-31,P019,13,244.44
SO04595,2023-07-02,P044,5,117.12
SO04596,2023-09-26,P078,8,178.19
SO04597,2023-10-22,P067,11,49.7
SO04598,2024-06-06,P062,4,49.25
SO04599,2024-08-22,P057,8,196.95
SO04600,2024-06-04,P052,15,48.7
SO04601,2023-06-24,P044,4,79.54
SO04602,2023-02-04,P070,15,151.04
SO04603,2023-05-30,P042,10,222.61
SO04604,2024-02-09,P088,15,152.82
SO04605,2023-06-10,P098,10,527.18
SO04606,2024-09-05,P044,1,106.01
SO04607,2023-02-09,P031,10,42.84
SO04608,2023-08-25,P092,1,161.52
SO04609,2024-01-08,P044,10,72.3
SO04610,2024-01-22,P060,11,175.45
SO04611,2024-06-05,P100,12,171.53
SO04612,2024-01-14,P021,9,124.83
SO04613,2024-08-08,P086,3,802.91
SO04614,2023-06-09,P049,16,78.43
SO04615,2024-02-28,P086,1,769.97
SO04616,2023-04-20,P040,19,369.44
SO04617,2023-08-30,P045,12,43.72
SO04618,2024-09-28,P055,7,218.73
SO04619,2024-03-02,P021,18,110.2
SO04620,2023-04-02,P080,13,23.62
SO04621,2023-10-05,P023,31,27.64
SO04622,2024-07-22,P045,15,61.1
SO04623,2024-12-27,P043,26,65.45
SO04624,2023-07-13,P090,13,89.76
SO04625,2023-07-08,P051,16,57.64
SO04626,2023-03-26,P037,13,90.41
SO04627,2023-03-03,P032,4,99.46
SO04628,2024-10-21,P041,10,49.78
SO04629,2024-11-20,P095,32,130.39
SO04630,2024-03-03,P006,10,208.26
SO04631,2023-11-11,P095,24,92.78
SO04632,2023-05-16,P030,14,135.73
SO04633,2023-05-09,P061,3,90.24
SO04634,2023-01-01,P020,8,118.85
SO04635,2024-09-04,P051,6,86.17
SO04636,2024-05-03,P022,15,126.98
SO04637,2023-01-23,P022,16,172.62
SO04638,2024-09-23,P094,18,175.71
SO04639,2023-01-23,P039,8,37.36
SO04640,2023-08-11,P054,3,139.32
SO04641,2024-06-17,P069,10,118.65
SO04642,2024-09-25,P053,2,21.2
SO04643,2024-03-07,P005,17,156.42
SO04644,2024-01-28,P023,2,29.58
SO04645,2023-10-14,P066,10,158.19
SO04646,2024-08-19,P001,6,95.79
SO04647,2024-07-18,P067,4,54.63
SO04648,2024-11-20,P061,17,86.37
SO04649,2024-12-03,P060,2,187.01
SO04650,2024-04-18,P077,19,190.67
SO04651,2024-12-22,P093,9,130.36
SO04652,2024-07-25,P045,9,67.34
SO04653,2023-09-30,P039,1,51.51
SO04654,2024-12-29,P016,5,794.47
SO04655,2024-03-03,P013,17,21.82
SO04656,2024-10-16,P057,19,106.92
SO04657,2024-02-07,P060,19,197.56
SO04658,2023-10-01,P015,11,38.94
SO04659,2023-11-27,P017,13,19.33
SO04660,2023-05-28,P041,4,43.54
SO04661,2024-01-22,P045,5,57.29
SO04662,2023-11-15,P018,13,33.01
SO04663,2023-05-21,P066,8,173.25
SO04664,2024-05-20,P091,6,841.08
SO04665,2024-08-28,P050,6,55.07
SO04666,2024-06-05,P024,17,139.15
SO04667,2024-11-16,P025,7,107.04
SO04668,2023-10-03,P075,22,139.18
SO04669,2024-07-02,P015,5,38.04
SO04670,2023-02-01,P069,12,174.64
SO04671,2024-06-04,P013,17,15.29
SO04672,2024-03-11,P020,12,107.61
SO04673,2024-07-20,P085,12,244.09
SO04674,2024-01-09,P059,4,78.99
SO04675,2024-01-28,P048,14,116.01
SO04676,2024-05-02,P035,5,506.73
SO04677,2024-03-12,P004,8,75.71
SO04678,2024-05-19,P067,7,51.93
SO04679,2023-02-02,P086,1,1089.28
SO04680,2023-01-07,P068,19,106.34
SO04681,2024-07-03,P017,17,18.11
SO04682,2024-04-29,P022,9,152.49
SO04683,2024-04-13,P088,13,197.46
SO04684,2024-10-22,P058,15,77.31
SO04685,2024-07-20,P047,3,64.12
SO04686,2024-06-25,P077,5,104.08
SO04687,2024-03-23,P048,3,86.24
SO04688,2023-06-03,P032,7,115.21
SO04689,2023-03-30,P008,15,57.42
SO04690,2024-03-22,P095,9,75.96
SO04691,2024-06-26,P050,4,45.29
SO04692,2023-09-05,P029,18,879.92
SO04693,2023-07-12,P043,2,62.47
SO04694,2023-09-19,P024,17,86.61
SO04695,2023-10-19,P026,22,143.82
SO04696,2024-09-24,P002,12,114.21
SO04697,2024-06-17,P038,8,148.08
SO04698,2023-09-26,P084,17,164.73
SO04699,2023-02-01,P001,17,96.65
SO04700,2024-07-10,P051,15,60.05
SO04701,2023-06-05,P025,2,110.86
SO04702,2023-07-22,P025,15,131.61
SO04703,2023-11-10,P050,2,46.8
SO04704,2023-05-15,P007,6,1134.55
SO04705,2023-07-08,P076,15,122.0
SO04706,2024-10-15,P036,18,176.45
SO04707,2024-09-13,P022,12,116.79
SO04708,2024-04-04,P009,10,139.27
SO04709,2023-07-26,P058,9,95.62
SO04710,2023-02-17,P007,1,927.46
SO04711,2023-02-17,P045,9,49.82
SO04712,2024-06-07,P067,15,41.01
SO04713,2023-11-11,P054,10,184.85
SO04714,2024-05-30,P006,8,174.55
SO04715,2023-06-25,P033,1,65.14
SO04716,2024-07-08,P039,8,40.85
SO04717,2023-09-27,P072,8,201.03
SO04718,2024-07-09,P076,5,178.29
SO04719,2024-02-23,P089,17,68.77
SO04720,2024-10-20,P064,5,180.43
SO04721,2023-01-07,P033,15,82.29
SO04722,2024-07-08,P067,19,28.71
SO04723,2024-05-04,P097,1,18.96
SO04724,2024-12-21,P084,20,200.05
SO04725,2023-06-04,P001,18,85.07
SO04726,2024-09-22,P017,19,27.86
SO04727,2023-10-16,P051,21,66.15
SO04728,2023-01-28,P032,4,63.13
SO04729,2023-03-25,P085,4,212.39
SO04730,2023-02-04,P021,14,171.66
SO04731,2023-06-05,P094,17,142.29
SO04732,2023-04-22,P055,13,171.12
SO04733,2024-01-31,P019,7,204.83
SO04734,2024-01-22,P023,1,38.48
SO04735,2023-10-13,P026,27,158.72
SO04736,2023-08-03,P056,13,146.38
SO04737,2024-03-14,P058,17,77.16
SO04738,2023-06-12,P050,12,46.32
SO04739,2024-01-03,P045,14,42.91
SO04740,2023-10-26,P040,14,618.94
SO04741,2023-09-26,P075,17,114.42
SO04742,2024-07-06,P072,15,251.46
SO04743,2023-06-29,P019,4,198.43
SO04744,2024-05-14,P035,14,303.12
SO04745,2024-07-10,P014,14,385.55
SO04746,2023-05-06,P011,12,130.18
SO04747,2023-05-19,P058,14,53.4
SO04748,2023-04-17,P086,12,995.91
SO04749,2024-11-27,P050,3,40.35
SO04750,2023-08-29,P013,9,22.35
SO04751,2024-05-30,P040,8,419.58
SO04752,2023-12-10,P081,8,116.93
SO04753,2023-10-06,P095,11,115.62
SO04754,2023-02-15,P004,3,58.67
SO04755,2024-08-27,P026,6,147.09
SO04756,2023-12-03,P096,5,220.15
SO04757,2024-07-13,P020,3,83.38
SO04758,2023-10-24,P086,22,824.35
SO04759,2024-10-03,P036,1,173.2
SO04760,2023-09-17,P052,17,55.06
SO04761,2023-10-13,P080,14,21.86
SO04762,2024-05-13,P019,14,154.36
SO04763,2023-12-31,P071,10,12.84
SO04764,2023-05-05,P045,12,63.22
SO04765,2024-01-19,P029,2,629.45
SO04766,2024-12-19,P027,22,153.13
SO04767,2023-12-11,P017,5,24.43
SO04768,2023-01-15,P068,13,118.57
SO04769,2024-01-04,P100,18,136.48
SO04770,2023-04-27,P092,14,129.18
SO04771,2023-07-11,P082,5,170.92
SO04772,2023-08-12,P095,15,119.06
SO04773,2023-03-09,P026,9,160.53
SO04774,2024-01-05,P049,18,100.47
SO04775,2024-02-18,P070,9,225.27
SO04776,2023-10-06,P012,19,84.96
SO04777,2024-02-07,P052,19,61.77
SO04778,2024-03-18,P075,6,133.75
SO04779,2023-05-30,P021,19,101.34
SO04780,2023-12-11,P060,35,107.19
SO04781,2023-05-18,P069,19,220.01
SO04782,2024-07-16,P087,14,275.51
SO04783,2023-05-12,P049,3,66.05
SO04784,2024-09-08,P083,17,126.01
SO04785,2023-12-08,P007,32,1127.52
SO04786,2023-10-23,P043,23,61.77
SO04787,2024-07-15,P061,15,101.66
SO04788,2024-11-13,P013,11,12.38
SO04789,2024-01-05,P024,16,127.54
SO04790,2023-01-12,P094,7,198.11
SO04791,2023-12-10,P038,26,108.43
SO04792,2024-11-16,P094,9,159.27
SO04793,2024-11-16,P085,9,270.83
SO04794,2023-10-20,P001,16,96.11
SO04795,2023-06-22,P100,5,134.97
SO04796,2024-02-11,P005,9,149.06
SO04797,2023-11-08,P030,20,120.26
SO04798,2024-02-18,P014,2,324.81
SO04799,2024-03-26,P083,4,120.89
SO04800,2024-10-16,P012,20,105.24
SO04801,2024-12-25,P065,11,146.85
SO04802,2023-01-09,P035,9,404.45
SO04803,2023-02-07,P070,9,176.63
SO04804,2023-03-19,P071,14,21.41
SO04805,2023-07-20,P018,10,31.21
SO04806,2023-01-20,P086,15,1243.09
SO04807,2024-10-24,P055,2,254.79
SO04808,2024-04-20,P077,8,144.68
SO04809,2024-09-08,P039,3,38.71
SO04810,2023-11-22,P063,6,34.41
SO04811,2024-11-22,P042,9,160.6
SO04812,2024-12-10,P015,7,51.88
SO04813,2023-02-06,P059,5,64.85
SO04814,2024-06-05,P004,10,63.53
SO04815,2024-10-14,P090,2,68.67
SO04816,2023-05-05,P061,19,60.9
SO04817,2024-06-11,P089,1,56.32
SO04818,2024-01-04,P004,6,71.93
SO04819,2023-09-05,P077,15,159.95
SO04820,2024-12-23,P063,23,50.87
SO04821,2023-10-07,P051,18,79.71
SO04822,2023-11-02,P088,23,149.41
SO04823,2023-10-10,P009,12,97.56
SO04824,2023-10-16,P059,22,104.19
SO04825,2023-09-12,P063,8,45.73
SO04826,2023-07-18,P029,15,895.29
SO04827,2024-01-11,P033,10,52.93
SO04828,2023-11-23,P009,11,136.69
SO04829,2024-01-22,P094,12,191.89
SO04830,2024-05-09,P030,6,165.53
SO04831,2023-12-15,P079,12,16.05
SO04832,2024-09-18,P026,2,153.85
SO04833,2024-10-25,P096,3,220.58
SO04834,2023-09-06,P090,11,82.22
SO04835,2024-03-30,P055,18,197.08
SO04836,2023-08-20,P014,6,331.36
SO04837,2023-09-21,P027,9,137.43
SO04838,2024-06-18,P029,16,652.88
SO04839,2023-07-19,P100,4,115.71
SO04840,2023-10-10,P089,5,45.14
SO04841,2023-06-25,P076,11,170.71
SO04842,2023-12-07,P035,23,325.91
SO04843,2024-03-01,P099,7,1069.94
SO04844,2024-02-12,P100,17,97.93
SO04845,2023-01-18,P095,8,131.74
SO04846,2023-07-19,P100,4,144.06
SO04847,2023-08-18,P004,16,68.04
SO04848,2023-07-26,P012,16,98.07
SO04849,2023-04-13,P014,18,455.71
SO04850,2023-03-01,P028,1,21.02
SO04851,2023-06-04,P066,9,182.62
SO04852,2024-05-04,P004,7,74.16
SO04853,2023-04-30,P062,5,87.39
SO04854,2024-12-18,P074,2,75.97
SO04855,2024-05-23,P015,1,37.3
SO04856,2023-03-15,P096,8,165.69
SO04857,2023-12-03,P094,13,186.06
SO04858,2024-01-16,P085,16,154.04
SO04859,2024-12-20,P082,1,168.05
SO04860,2023-09-20,P078,3,244.42
SO04861,2023-08-20,P012,6,70.94
SO04862,2023-07-07,P037,17,80.03
SO04863,2023-11-22,P030,21,144.36
SO04864,2023-10-16,P042,12,142.06
SO04865,2023-02-18,P034,10,47.46
SO04866,2024-11-06,P098,20,518.49
SO04867,2023-07-19,P093,8,174.72
SO04868,2024-11-26,P090,11,120.79
SO04869,2023-01-25,P075,6,132.52
SO04870,2023-10-21,P095,20,68.39
SO04871,2023-04-24,P033,5,60.95
SO04872,2023-11-25,P033,9,97.44
SO04873,2024-06-16,P027,2,194.82
SO04874,2023-09-07,P076,12,180.67
SO04875,2023-05-15,P023,5,38.27
SO04876,2024-10-04,P089,24,76.12
SO04877,2024-05-30,P040,4,335.86
SO04878,2023-04-26,P044,8,79.34
SO04879,2023-01-19,P027,8,231.25
SO04880,2023-07-02,P054,17,105.0
SO04881,2024-05-01,P070,7,131.57
SO04882,2023-06-17,P049,2,115.56
SO04883,2024-05-07,P026,6,164.35
SO04884,2024-10-16,P023,15,38.51
SO04885,2024-08-15,P048,10,147.41
SO04886,2024-01-03,P081,11,165.5
SO04887,2024-02-25,P053,13,21.82
SO04888,2023-11-23,P028,15,39.9
SO04889,2023-06-06,P080,10,24.06
SO04890,2023-09-18,P049,12,117.26
SO04891,2023-04-16,P047,8,61.62
SO04892,2023-10-24,P068,17,123.58
SO04893,2023-11-05,P075,28,86.2
SO04894,2024-06-05,P063,13,49.75
SO04895,2023-12-14,P032,16,90.2
SO04896,2023-03-28,P007,7,1313.9
SO04897,2023-08-02,P014,8,515.49
SO04898,2024-10-07,P015,26,41.91
SO04899,2023-03-26,P025,2,122.71
SO04900,2023-06-21,P050,10,59.0
SO04901,2024-05-03,P049,3,115.9
SO04902,2023-06-27,P046,6,32.54
SO04903,2023-01-29,P037,15,82.19
SO04904,2023-05-02,P062,17,68.81
SO04905,2024-06-12,P098,19,346.06
SO04906,2023-07-30,P073,1,108.09
SO04907,2023-05-04,P023,19,38.28
SO04908,2024-12-03,P100,21,116.16
SO04909,2024-04-04,P018,8,44.67
SO04910,2024-02-10,P013,10,23.65
SO04911,2024-09-18,P070,12,217.67
SO04912,2024-06-01,P097,1,22.95
SO04913,2023-03-26,P021,1,146.98
SO04914,2024-11-01,P004,8,59.0
SO04915,2024-08-28,P073,3,169.89
SO04916,2023-09-02,P008,4,72.96
SO04917,2023-11-09,P013,27,15.17
SO04918,2023-03-18,P062,1,86.66
SO04919,2023-03-17,P020,8,89.68
SO04920,2024-04-06,P072,11,180.48
SO04921,2023-09-14,P087,16,204.5
SO04922,2023-12-04,P024,20,136.27
SO04923,2024-11-09,P009,23,95.71
SO04924,2023-04-20,P096,18,217.86
SO04925,2023-03-13,P082,1,164.75
SO04926,2023-03-21,P050,8,54.46
SO04927,2024-08-19,P090,7,101.0
SO04928,2024-04-05,P050,13,49.9
SO04929,2024-05-23,P037,10,59.36
SO04930,2024-10-15,P048,8,90.48
SO04931,2023-07-01,P094,10,210.5
SO04932,2023-12-13,P045,11,45.34
SO04933,2023-02-08,P094,10,178.12
SO04934,2023-04-27,P078,17,200.98
SO04935,2023-04-16,P010,13,60.31
SO04936,2023-08-21,P037,5,49.28
SO04937,2023-02-13,P026,7,125.43
SO04938,2024-08-25,P042,6,267.37
SO04939,2023-07-11,P047,17,67.78
SO04940,2024-07-31,P093,4,177.43
SO04941,2024-06-12,P031,7,43.59
SO04942,2024-03-11,P100,5,157.89
SO04943,2024-04-17,P019,19,161.38
SO04944,2023-03-25,P025,13,109.87
SO04945,2023-02-20,P091,3,956.15
SO04946,2023-02-07,P019,12,194.42
SO04947,2024-01-11,P087,17,211.61
SO04948,2024-07-15,P045,12,50.25
SO04949,2024-01-11,P059,2,73.56
