movement_id,product_id,movement_date,movement_type,quantity_moved,location_id
INV_PRPR01062,P089,2023-03-31,Receipt (Production),178,WH_B
INV_SOSO08736,P092,2023-03-31,Shipment (Sale),-17,WH_A
INV_PRPR05698,P093,2023-03-31,Receipt (Production),302,WH_A
INV_SOSO17494,P095,2023-03-31,Shipment (Sale),-4,WH_A
INV_PRPR06989,P003,2023-04-01,Receipt (Production),127,WH_A
INV_PRPR07079,P012,2023-04-01,Receipt (Production),336,WH_A
INV_SOSO12552,P012,2023-04-01,Shipment (Sale),-18,WH_B
INV_SOSO03052,P013,2023-04-01,Shipment (Sale),-13,WH_B
INV_PRPR07540,P014,2023-04-01,Receipt (Production),261,WH_A
INV_SOSO07791,P014,2023-04-01,Shipment (Sale),-12,WH_A
INV_PRPR04093,P016,2023-04-01,Receipt (Production),400,WH_B
INV_SOSO14542,P017,2023-04-01,Shipment (Sale),-4,WH_B
INV_SOSO05750,P022,2023-04-01,Shipment (Sale),-15,WH_A
INV_PRPR03437,P026,2023-04-01,Receipt (Production),72,WH_A
INV_PRPR02951,P027,2023-04-01,Receipt (Production),236,WH_B
INV_PRPR03726,P027,2023-04-01,Receipt (Production),445,WH_B
INV_SOSO19686,P030,2023-04-01,Shipment (Sale),-19,WH_B
INV_PRPR00269,P031,2023-04-01,Receipt (Production),262,WH_B
INV_SOSO10992,P031,2023-04-01,Shipment (Sale),-5,WH_B
INV_SOSO08220,P034,2023-04-01,Shipment (Sale),-12,WH_A
INV_SOSO08142,P035,2023-04-01,Shipment (Sale),-5,WH_A
INV_SOSO15866,P038,2023-04-01,Shipment (Sale),-14,WH_A
INV_SOSO07403,P041,2023-04-01,Shipment (Sale),-16,WH_B
INV_SOSO15083,P041,2023-04-01,Shipment (Sale),-8,WH_A
INV_SOSO15837,P042,2023-04-01,Shipment (Sale),-16,WH_A
INV_SOSO07906,P046,2023-04-01,Shipment (Sale),-13,WH_B
INV_SOSO03612,P047,2023-04-01,Shipment (Sale),-6,WH_B
INV_PRPR07448,P052,2023-04-01,Receipt (Production),198,WH_A
INV_SOSO18302,P056,2023-04-01,Shipment (Sale),-19,WH_A
INV_SOSO01113,P059,2023-04-01,Shipment (Sale),-3,WH_B
INV_SOSO08509,P060,2023-04-01,Shipment (Sale),-19,WH_B
INV_SOSO01567,P067,2023-04-01,Shipment (Sale),-11,WH_A
INV_PRPR04527,P068,2023-04-01,Receipt (Production),228,WH_A
INV_SOSO09572,P068,2023-04-01,Shipment (Sale),-10,WH_B
INV_SOSO08811,P069,2023-04-01,Shipment (Sale),-17,WH_B
INV_SOSO11205,P069,2023-04-01,Shipment (Sale),-11,WH_A
INV_PRPR02102,P070,2023-04-01,Receipt (Production),232,WH_B
INV_PRPR04172,P072,2023-04-01,Receipt (Production),242,WH_A
INV_SOSO03253,P075,2023-04-01,Shipment (Sale),-19,WH_B
INV_SOSO15285,P078,2023-04-01,Shipment (Sale),-12,WH_B
INV_SOSO05999,P092,2023-04-01,Shipment (Sale),-2,WH_A
INV_PRPR03228,P093,2023-04-01,Receipt (Production),400,WH_B
INV_PRPR00611,P001,2023-04-02,Receipt (Production),333,WH_A
INV_PRPR06950,P001,2023-04-02,Receipt (Production),188,WH_A
INV_SOSO11762,P003,2023-04-02,Shipment (Sale),-17,WH_A
INV_SOSO07969,P004,2023-04-02,Shipment (Sale),-5,WH_B
INV_SOSO05694,P006,2023-04-02,Shipment (Sale),-6,WH_A
INV_SOSO15757,P010,2023-04-02,Shipment (Sale),-10,WH_A
INV_SOSO09956,P012,2023-04-02,Shipment (Sale),-14,WH_B
INV_PRPR05681,P016,2023-04-02,Receipt (Production),262,WH_A
INV_PRPR09317,P018,2023-04-02,Receipt (Production),229,WH_B
INV_SOSO16860,P019,2023-04-02,Shipment (Sale),-8,WH_A
INV_PRPR05358,P023,2023-04-02,Receipt (Production),153,WH_B
INV_SOSO04234,P023,2023-04-02,Shipment (Sale),-14,WH_B
INV_SOSO03476,P027,2023-04-02,Shipment (Sale),-9,WH_B
INV_SOSO11825,P029,2023-04-02,Shipment (Sale),-11,WH_A
INV_SOSO13618,P033,2023-04-02,Shipment (Sale),-3,WH_A
INV_PRPR07714,P038,2023-04-02,Receipt (Production),497,WH_B
INV_PRPR00447,P039,2023-04-02,Receipt (Production),112,WH_A
INV_SOSO16282,P044,2023-04-02,Shipment (Sale),-18,WH_B
INV_PRPR05720,P051,2023-04-02,Receipt (Production),166,WH_A
INV_SOSO09558,P051,2023-04-02,Shipment (Sale),-19,WH_B
INV_PRPR07058,P054,2023-04-02,Receipt (Production),460,WH_B
INV_PRPR00240,P059,2023-04-02,Receipt (Production),381,WH_B
INV_PRPR08361,P064,2023-04-02,Receipt (Production),385,WH_A
INV_SOSO10403,P064,2023-04-02,Shipment (Sale),-7,WH_A
INV_PRPR09220,P069,2023-04-02,Receipt (Production),252,WH_B
INV_SOSO14999,P069,2023-04-02,Shipment (Sale),-10,WH_A
INV_SOSO04620,P080,2023-04-02,Shipment (Sale),-13,WH_B
INV_SOSO09798,P085,2023-04-02,Shipment (Sale),-1,WH_B
INV_PRPR06894,P087,2023-04-02,Receipt (Production),99,WH_B
INV_SOSO02082,P089,2023-04-02,Shipment (Sale),-9,WH_B
INV_PRPR01225,P090,2023-04-02,Receipt (Production),173,WH_A
INV_SOSO19510,P093,2023-04-02,Shipment (Sale),-19,WH_A
INV_PRPR09062,P003,2023-04-03,Receipt (Production),139,WH_A
INV_SOSO17780,P004,2023-04-03,Shipment (Sale),-8,WH_A
INV_PRPR09180,P006,2023-04-03,Receipt (Production),210,WH_A
INV_SOSO11088,P008,2023-04-03,Shipment (Sale),-3,WH_A
INV_SOSO11500,P008,2023-04-03,Shipment (Sale),-4,WH_B
INV_PRPR04821,P009,2023-04-03,Receipt (Production),448,WH_B
INV_PRPR05413,P013,2023-04-03,Receipt (Production),299,WH_B
INV_SOSO10680,P013,2023-04-03,Shipment (Sale),-5,WH_A
INV_SOSO19801,P014,2023-04-03,Shipment (Sale),-7,WH_A
INV_PRPR04528,P015,2023-04-03,Receipt (Production),446,WH_B
INV_PRPR02257,P034,2023-04-03,Receipt (Production),264,WH_A
INV_SOSO14826,P035,2023-04-03,Shipment (Sale),-13,WH_B
INV_SOSO10041,P036,2023-04-03,Shipment (Sale),-8,WH_B
INV_SOSO02698,P039,2023-04-03,Shipment (Sale),-12,WH_A
INV_SOSO08983,P041,2023-04-03,Shipment (Sale),-17,WH_B
INV_SOSO16345,P041,2023-04-03,Shipment (Sale),-19,WH_A
INV_PRPR04698,P043,2023-04-03,Receipt (Production),276,WH_A
INV_SOSO00842,P043,2023-04-03,Shipment (Sale),-2,WH_B
INV_SOSO14721,P048,2023-04-03,Shipment (Sale),-15,WH_A
INV_SOSO18055,P049,2023-04-03,Shipment (Sale),-8,WH_A
INV_SOSO01155,P050,2023-04-03,Shipment (Sale),-15,WH_B
INV_PRPR01997,P052,2023-04-03,Receipt (Production),134,WH_B
INV_SOSO14917,P054,2023-04-03,Shipment (Sale),-15,WH_A
INV_SOSO01326,P056,2023-04-03,Shipment (Sale),-7,WH_A
INV_SOSO16493,P056,2023-04-03,Shipment (Sale),-6,WH_B
INV_SOSO04448,P060,2023-04-03,Shipment (Sale),-7,WH_B
INV_PRPR00715,P064,2023-04-03,Receipt (Production),74,WH_A
INV_SOSO01261,P073,2023-04-03,Shipment (Sale),-10,WH_B
INV_PRPR05114,P074,2023-04-03,Receipt (Production),384,WH_A
INV_SOSO15660,P074,2023-04-03,Shipment (Sale),-13,WH_B
INV_PRPR08864,P075,2023-04-03,Receipt (Production),274,WH_B
INV_SOSO05124,P080,2023-04-03,Shipment (Sale),-18,WH_B
INV_SOSO09828,P080,2023-04-03,Shipment (Sale),-15,WH_B
INV_SOSO16690,P082,2023-04-03,Shipment (Sale),-18,WH_B
INV_SOSO01964,P084,2023-04-03,Shipment (Sale),-5,WH_B
INV_PRPR07816,P088,2023-04-03,Receipt (Production),412,WH_A
INV_SOSO11795,P089,2023-04-03,Shipment (Sale),-16,WH_A
INV_PRPR00563,P091,2023-04-03,Receipt (Production),298,WH_B
INV_SOSO04122,P092,2023-04-03,Shipment (Sale),-5,WH_B
INV_SOSO02071,P095,2023-04-03,Shipment (Sale),-13,WH_B
INV_SOSO04488,P096,2023-04-03,Shipment (Sale),-19,WH_A
INV_SOSO12289,P005,2023-04-04,Shipment (Sale),-6,WH_A
INV_PRPR02584,P006,2023-04-04,Receipt (Production),328,WH_A
INV_SOSO07619,P007,2023-04-04,Shipment (Sale),-15,WH_B
INV_SOSO15438,P007,2023-04-04,Shipment (Sale),-2,WH_B
INV_PRPR00215,P008,2023-04-04,Receipt (Production),58,WH_B
INV_SOSO15840,P008,2023-04-04,Shipment (Sale),-5,WH_A
INV_PRPR08800,P009,2023-04-04,Receipt (Production),150,WH_A
INV_PRPR04375,P014,2023-04-04,Receipt (Production),192,WH_B
INV_SOSO14906,P014,2023-04-04,Shipment (Sale),-1,WH_A
INV_SOSO10040,P019,2023-04-04,Shipment (Sale),-17,WH_B
INV_SOSO19634,P026,2023-04-04,Shipment (Sale),-13,WH_A
INV_SOSO17803,P037,2023-04-04,Shipment (Sale),-15,WH_B
INV_SOSO18719,P037,2023-04-04,Shipment (Sale),-1,WH_A
INV_SOSO03755,P038,2023-04-04,Shipment (Sale),-8,WH_A
INV_PRPR00372,P039,2023-04-04,Receipt (Production),373,WH_B
INV_PRPR07061,P039,2023-04-04,Receipt (Production),236,WH_A
INV_SOSO18411,P041,2023-04-04,Shipment (Sale),-7,WH_B
INV_SOSO17757,P042,2023-04-04,Shipment (Sale),-3,WH_A
INV_SOSO02564,P045,2023-04-04,Shipment (Sale),-3,WH_A
INV_PRPR01654,P048,2023-04-04,Receipt (Production),213,WH_A
INV_SOSO07055,P048,2023-04-04,Shipment (Sale),-12,WH_A
INV_SOSO09774,P049,2023-04-04,Shipment (Sale),-14,WH_B
INV_SOSO09915,P049,2023-04-04,Shipment (Sale),-6,WH_B
INV_SOSO17427,P055,2023-04-04,Shipment (Sale),-14,WH_A
INV_SOSO11049,P058,2023-04-04,Shipment (Sale),-8,WH_B
INV_PRPR00070,P063,2023-04-04,Receipt (Production),329,WH_B
INV_PRPR03482,P064,2023-04-04,Receipt (Production),329,WH_A
INV_SOSO02832,P064,2023-04-04,Shipment (Sale),-17,WH_A
INV_PRPR05486,P065,2023-04-04,Receipt (Production),265,WH_A
INV_SOSO02872,P065,2023-04-04,Shipment (Sale),-13,WH_B
INV_SOSO14713,P066,2023-04-04,Shipment (Sale),-15,WH_A
INV_SOSO19946,P068,2023-04-04,Shipment (Sale),-8,WH_B
INV_SOSO11451,P069,2023-04-04,Shipment (Sale),-14,WH_A
INV_SOSO07580,P071,2023-04-04,Shipment (Sale),-4,WH_B
INV_PRPR00554,P072,2023-04-04,Receipt (Production),400,WH_A
INV_SOSO03798,P084,2023-04-04,Shipment (Sale),-8,WH_A
INV_SOSO16641,P086,2023-04-04,Shipment (Sale),-14,WH_A
INV_SOSO11512,P093,2023-04-04,Shipment (Sale),-3,WH_B
INV_SOSO02144,P098,2023-04-04,Shipment (Sale),-8,WH_B
INV_PRPR05579,P002,2023-04-05,Receipt (Production),94,WH_B
INV_SOSO02020,P003,2023-04-05,Shipment (Sale),-3,WH_A
INV_PRPR06074,P005,2023-04-05,Receipt (Production),317,WH_A
INV_SOSO19923,P005,2023-04-05,Shipment (Sale),-11,WH_B
INV_PRPR03735,P010,2023-04-05,Receipt (Production),346,WH_A
INV_PRPR00922,P022,2023-04-05,Receipt (Production),187,WH_A
INV_SOSO18873,P022,2023-04-05,Shipment (Sale),-6,WH_B
INV_PRPR03387,P025,2023-04-05,Receipt (Production),98,WH_B
INV_SOSO13672,P029,2023-04-05,Shipment (Sale),-15,WH_A
INV_SOSO15704,P029,2023-04-05,Shipment (Sale),-13,WH_A
INV_SOSO16616,P031,2023-04-05,Shipment (Sale),-15,WH_A
INV_PRPR00629,P035,2023-04-05,Receipt (Production),235,WH_B
INV_SOSO01384,P036,2023-04-05,Shipment (Sale),-16,WH_B
INV_SOSO11482,P043,2023-04-05,Shipment (Sale),-11,WH_A
INV_SOSO08471,P046,2023-04-05,Shipment (Sale),-13,WH_B
INV_SOSO13477,P046,2023-04-05,Shipment (Sale),-4,WH_A
INV_SOSO03693,P048,2023-04-05,Shipment (Sale),-19,WH_B
INV_SOSO05094,P048,2023-04-05,Shipment (Sale),-15,WH_B
INV_SOSO12186,P049,2023-04-05,Shipment (Sale),-19,WH_B
INV_SOSO13166,P051,2023-04-05,Shipment (Sale),-10,WH_B
INV_SOSO15467,P053,2023-04-05,Shipment (Sale),-19,WH_B
INV_SOSO10336,P062,2023-04-05,Shipment (Sale),-4,WH_B
INV_PRPR04976,P065,2023-04-05,Receipt (Production),192,WH_B
INV_PRPR02475,P067,2023-04-05,Receipt (Production),463,WH_B
INV_PRPR08921,P073,2023-04-05,Receipt (Production),194,WH_B
INV_PRPR09084,P077,2023-04-05,Receipt (Production),411,WH_A
INV_SOSO15299,P078,2023-04-05,Shipment (Sale),-7,WH_A
INV_PRPR06808,P079,2023-04-05,Receipt (Production),242,WH_A
INV_PRPR07494,P080,2023-04-05,Receipt (Production),343,WH_A
INV_PRPR02459,P084,2023-04-05,Receipt (Production),119,WH_B
INV_PRPR07317,P084,2023-04-05,Receipt (Production),65,WH_B
INV_SOSO08323,P087,2023-04-05,Shipment (Sale),-2,WH_A
INV_SOSO17051,P089,2023-04-05,Shipment (Sale),-5,WH_B
INV_SOSO05165,P092,2023-04-05,Shipment (Sale),-4,WH_A
INV_SOSO06073,P092,2023-04-05,Shipment (Sale),-4,WH_B
INV_PRPR06032,P096,2023-04-05,Receipt (Production),210,WH_B
INV_SOSO11469,P096,2023-04-05,Shipment (Sale),-15,WH_A
INV_PRPR08399,P097,2023-04-05,Receipt (Production),496,WH_A
INV_SOSO03074,P097,2023-04-05,Shipment (Sale),-16,WH_A
INV_PRPR01680,P100,2023-04-05,Receipt (Production),269,WH_A
INV_SOSO00259,P100,2023-04-05,Shipment (Sale),-16,WH_B
INV_SOSO01830,P100,2023-04-05,Shipment (Sale),-19,WH_B
INV_PRPR01046,P007,2023-04-06,Receipt (Production),176,WH_A
INV_SOSO02801,P011,2023-04-06,Shipment (Sale),-14,WH_B
INV_SOSO01470,P012,2023-04-06,Shipment (Sale),-11,WH_B
INV_SOSO15551,P013,2023-04-06,Shipment (Sale),-3,WH_B
INV_PRPR00248,P015,2023-04-06,Receipt (Production),444,WH_A
INV_SOSO19629,P017,2023-04-06,Shipment (Sale),-2,WH_A
INV_PRPR06884,P020,2023-04-06,Receipt (Production),76,WH_B
INV_SOSO18907,P022,2023-04-06,Shipment (Sale),-8,WH_A
INV_PRPR03478,P023,2023-04-06,Receipt (Production),415,WH_A
INV_SOSO07920,P026,2023-04-06,Shipment (Sale),-18,WH_B
INV_SOSO02183,P027,2023-04-06,Shipment (Sale),-9,WH_B
INV_SOSO02514,P028,2023-04-06,Shipment (Sale),-14,WH_B
INV_SOSO18125,P029,2023-04-06,Shipment (Sale),-2,WH_A
INV_PRPR01313,P031,2023-04-06,Receipt (Production),140,WH_A
INV_PRPR02032,P031,2023-04-06,Receipt (Production),352,WH_B
INV_SOSO06555,P036,2023-04-06,Shipment (Sale),-2,WH_A
INV_SOSO18260,P042,2023-04-06,Shipment (Sale),-19,WH_B
INV_SOSO04010,P044,2023-04-06,Shipment (Sale),-7,WH_A
INV_SOSO08440,P045,2023-04-06,Shipment (Sale),-6,WH_A
INV_PRPR01159,P046,2023-04-06,Receipt (Production),346,WH_A
INV_SOSO06557,P046,2023-04-06,Shipment (Sale),-15,WH_B
INV_SOSO07218,P046,2023-04-06,Shipment (Sale),-17,WH_B
INV_PRPR06343,P048,2023-04-06,Receipt (Production),129,WH_A
INV_SOSO08583,P048,2023-04-06,Shipment (Sale),-14,WH_A
INV_PRPR08033,P049,2023-04-06,Receipt (Production),431,WH_A
INV_SOSO14796,P049,2023-04-06,Shipment (Sale),-8,WH_B
INV_SOSO00161,P050,2023-04-06,Shipment (Sale),-9,WH_B
INV_SOSO13705,P056,2023-04-06,Shipment (Sale),-17,WH_A
INV_PRPR04412,P060,2023-04-06,Receipt (Production),178,WH_A
INV_PRPR06843,P063,2023-04-06,Receipt (Production),411,WH_B
INV_PRPR09462,P063,2023-04-06,Receipt (Production),172,WH_B
INV_SOSO07758,P064,2023-04-06,Shipment (Sale),-12,WH_B
INV_SOSO18036,P066,2023-04-06,Shipment (Sale),-15,WH_A
INV_SOSO03750,P070,2023-04-06,Shipment (Sale),-8,WH_B
INV_SOSO09079,P071,2023-04-06,Shipment (Sale),-12,WH_B
INV_SOSO14515,P073,2023-04-06,Shipment (Sale),-7,WH_B
INV_SOSO13347,P079,2023-04-06,Shipment (Sale),-8,WH_A
INV_SOSO07940,P084,2023-04-06,Shipment (Sale),-14,WH_A
INV_SOSO11529,P084,2023-04-06,Shipment (Sale),-14,WH_A
INV_SOSO14718,P085,2023-04-06,Shipment (Sale),-6,WH_B
INV_SOSO06388,P087,2023-04-06,Shipment (Sale),-7,WH_B
INV_SOSO19777,P087,2023-04-06,Shipment (Sale),-16,WH_B
INV_SOSO08267,P090,2023-04-06,Shipment (Sale),-13,WH_B
INV_PRPR06256,P099,2023-04-06,Receipt (Production),363,WH_B
INV_SOSO13823,P099,2023-04-06,Shipment (Sale),-11,WH_B
INV_SOSO06977,P002,2023-04-07,Shipment (Sale),-2,WH_A
INV_SOSO16501,P006,2023-04-07,Shipment (Sale),-9,WH_A
INV_PRPR07638,P007,2023-04-07,Receipt (Production),229,WH_B
INV_SOSO00361,P010,2023-04-07,Shipment (Sale),-19,WH_A
INV_SOSO01642,P011,2023-04-07,Shipment (Sale),-13,WH_A
INV_PRPR07819,P012,2023-04-07,Receipt (Production),303,WH_B
INV_SOSO04509,P015,2023-04-07,Shipment (Sale),-11,WH_A
INV_PRPR04340,P016,2023-04-07,Receipt (Production),309,WH_A
INV_SOSO02659,P016,2023-04-07,Shipment (Sale),-3,WH_A
INV_PRPR02873,P018,2023-04-07,Receipt (Production),325,WH_A
INV_SOSO03577,P018,2023-04-07,Shipment (Sale),-14,WH_A
INV_PRPR05177,P029,2023-04-07,Receipt (Production),211,WH_A
INV_SOSO19008,P030,2023-04-07,Shipment (Sale),-10,WH_B
INV_SOSO12585,P033,2023-04-07,Shipment (Sale),-1,WH_A
INV_SOSO18908,P034,2023-04-07,Shipment (Sale),-8,WH_A
INV_SOSO16193,P037,2023-04-07,Shipment (Sale),-4,WH_A
INV_PRPR01165,P038,2023-04-07,Receipt (Production),408,WH_A
INV_SOSO08934,P042,2023-04-07,Shipment (Sale),-12,WH_B
INV_SOSO07278,P043,2023-04-07,Shipment (Sale),-5,WH_B
INV_SOSO11398,P043,2023-04-07,Shipment (Sale),-15,WH_A
INV_SOSO01762,P047,2023-04-07,Shipment (Sale),-18,WH_A
INV_SOSO16653,P058,2023-04-07,Shipment (Sale),-8,WH_B
INV_SOSO17597,P058,2023-04-07,Shipment (Sale),-9,WH_A
INV_SOSO03688,P060,2023-04-07,Shipment (Sale),-19,WH_A
INV_SOSO05156,P067,2023-04-07,Shipment (Sale),-8,WH_A
INV_SOSO06547,P067,2023-04-07,Shipment (Sale),-19,WH_A
INV_SOSO11021,P071,2023-04-07,Shipment (Sale),-7,WH_B
INV_SOSO14263,P071,2023-04-07,Shipment (Sale),-9,WH_B
INV_PRPR08377,P074,2023-04-07,Receipt (Production),151,WH_B
INV_SOSO08827,P074,2023-04-07,Shipment (Sale),-9,WH_A
INV_SOSO12363,P082,2023-04-07,Shipment (Sale),-6,WH_B
INV_PRPR00598,P083,2023-04-07,Receipt (Production),396,WH_B
INV_SOSO11706,P083,2023-04-07,Shipment (Sale),-3,WH_B
INV_SOSO02864,P086,2023-04-07,Shipment (Sale),-17,WH_A
INV_PRPR05525,P089,2023-04-07,Receipt (Production),413,WH_B
INV_PRPR08630,P089,2023-04-07,Receipt (Production),298,WH_B
INV_SOSO12335,P089,2023-04-07,Shipment (Sale),-13,WH_A
INV_SOSO01269,P091,2023-04-07,Shipment (Sale),-14,WH_A
INV_SOSO16880,P091,2023-04-07,Shipment (Sale),-3,WH_A
INV_SOSO04432,P098,2023-04-07,Shipment (Sale),-9,WH_A
INV_SOSO14345,P001,2023-04-08,Shipment (Sale),-7,WH_A
INV_SOSO06240,P002,2023-04-08,Shipment (Sale),-1,WH_B
INV_SOSO16775,P003,2023-04-08,Shipment (Sale),-11,WH_A
INV_SOSO08737,P006,2023-04-08,Shipment (Sale),-19,WH_B
INV_SOSO07924,P010,2023-04-08,Shipment (Sale),-10,WH_B
INV_SOSO05603,P011,2023-04-08,Shipment (Sale),-13,WH_A
INV_SOSO08349,P013,2023-04-08,Shipment (Sale),-9,WH_A
INV_PRPR01560,P016,2023-04-08,Receipt (Production),380,WH_A
INV_SOSO19918,P020,2023-04-08,Shipment (Sale),-12,WH_B
INV_PRPR04281,P022,2023-04-08,Receipt (Production),345,WH_B
INV_SOSO06369,P026,2023-04-08,Shipment (Sale),-6,WH_A
INV_SOSO10716,P027,2023-04-08,Shipment (Sale),-7,WH_B
INV_SOSO12565,P034,2023-04-08,Shipment (Sale),-15,WH_A
INV_SOSO06887,P036,2023-04-08,Shipment (Sale),-4,WH_A
INV_SOSO09737,P039,2023-04-08,Shipment (Sale),-5,WH_A
INV_SOSO09740,P039,2023-04-08,Shipment (Sale),-18,WH_A
INV_SOSO11797,P052,2023-04-08,Shipment (Sale),-19,WH_A
INV_SOSO13567,P052,2023-04-08,Shipment (Sale),-4,WH_B
INV_PRPR06279,P053,2023-04-08,Receipt (Production),387,WH_A
INV_SOSO18121,P053,2023-04-08,Shipment (Sale),-2,WH_A
INV_SOSO08053,P058,2023-04-08,Shipment (Sale),-18,WH_A
INV_SOSO11106,P059,2023-04-08,Shipment (Sale),-4,WH_A
INV_SOSO12240,P062,2023-04-08,Shipment (Sale),-13,WH_A
INV_SOSO19077,P064,2023-04-08,Shipment (Sale),-5,WH_B
INV_SOSO00349,P070,2023-04-08,Shipment (Sale),-15,WH_A
INV_PRPR07760,P072,2023-04-08,Receipt (Production),223,WH_B
INV_SOSO16930,P076,2023-04-08,Shipment (Sale),-15,WH_B
INV_SOSO18213,P085,2023-04-08,Shipment (Sale),-1,WH_B
INV_SOSO15998,P088,2023-04-08,Shipment (Sale),-8,WH_A
INV_SOSO04406,P091,2023-04-08,Shipment (Sale),-1,WH_A
INV_PRPR01443,P092,2023-04-08,Receipt (Production),196,WH_A
INV_SOSO02069,P100,2023-04-08,Shipment (Sale),-2,WH_A
INV_SOSO05467,P003,2023-04-09,Shipment (Sale),-15,WH_A
INV_SOSO19412,P008,2023-04-09,Shipment (Sale),-8,WH_B
INV_PRPR06773,P017,2023-04-09,Receipt (Production),469,WH_B
INV_PRPR04883,P021,2023-04-09,Receipt (Production),246,WH_B
INV_SOSO16412,P022,2023-04-09,Shipment (Sale),-19,WH_B
INV_SOSO18395,P022,2023-04-09,Shipment (Sale),-17,WH_B
INV_PRPR04726,P025,2023-04-09,Receipt (Production),268,WH_B
INV_SOSO01700,P026,2023-04-09,Shipment (Sale),-9,WH_A
INV_PRPR01362,P033,2023-04-09,Receipt (Production),161,WH_B
INV_PRPR06272,P036,2023-04-09,Receipt (Production),79,WH_A
INV_SOSO16721,P043,2023-04-09,Shipment (Sale),-14,WH_B
INV_PRPR02715,P044,2023-04-09,Receipt (Production),108,WH_A
INV_SOSO18652,P044,2023-04-09,Shipment (Sale),-13,WH_A
INV_SOSO13209,P046,2023-04-09,Shipment (Sale),-14,WH_B
INV_PRPR07810,P047,2023-04-09,Receipt (Production),104,WH_A
INV_SOSO16536,P054,2023-04-09,Shipment (Sale),-18,WH_B
INV_SOSO08657,P058,2023-04-09,Shipment (Sale),-16,WH_A
INV_SOSO19066,P062,2023-04-09,Shipment (Sale),-8,WH_A
INV_SOSO19635,P064,2023-04-09,Shipment (Sale),-5,WH_B
INV_SOSO17251,P066,2023-04-09,Shipment (Sale),-2,WH_A
INV_PRPR03654,P068,2023-04-09,Receipt (Production),214,WH_A
INV_SOSO00953,P071,2023-04-09,Shipment (Sale),-16,WH_B
INV_SOSO10931,P071,2023-04-09,Shipment (Sale),-6,WH_B
INV_PRPR07030,P076,2023-04-09,Receipt (Production),282,WH_B
INV_SOSO10556,P076,2023-04-09,Shipment (Sale),-11,WH_B
INV_PRPR07848,P077,2023-04-09,Receipt (Production),266,WH_B
INV_SOSO15304,P077,2023-04-09,Shipment (Sale),-16,WH_A
INV_SOSO13368,P079,2023-04-09,Shipment (Sale),-7,WH_B
INV_PRPR00908,P082,2023-04-09,Receipt (Production),167,WH_B
INV_SOSO02012,P082,2023-04-09,Shipment (Sale),-7,WH_B
INV_SOSO16041,P085,2023-04-09,Shipment (Sale),-18,WH_B
INV_SOSO01009,P088,2023-04-09,Shipment (Sale),-14,WH_A
INV_PRPR05635,P089,2023-04-09,Receipt (Production),326,WH_A
INV_SOSO18482,P090,2023-04-09,Shipment (Sale),-14,WH_B
INV_SOSO07415,P092,2023-04-09,Shipment (Sale),-3,WH_B
INV_SOSO10828,P093,2023-04-09,Shipment (Sale),-12,WH_B
INV_SOSO08930,P094,2023-04-09,Shipment (Sale),-11,WH_B
INV_PRPR08038,P001,2023-04-10,Receipt (Production),278,WH_A
INV_SOSO04996,P005,2023-04-10,Shipment (Sale),-13,WH_B
INV_SOSO04102,P009,2023-04-10,Shipment (Sale),-5,WH_A
INV_SOSO10546,P013,2023-04-10,Shipment (Sale),-13,WH_B
INV_SOSO16587,P013,2023-04-10,Shipment (Sale),-12,WH_A
INV_SOSO05406,P014,2023-04-10,Shipment (Sale),-16,WH_A
INV_PRPR08436,P015,2023-04-10,Receipt (Production),496,WH_A
INV_PRPR09696,P015,2023-04-10,Receipt (Production),104,WH_B
INV_SOSO12815,P017,2023-04-10,Shipment (Sale),-16,WH_A
INV_PRPR05350,P018,2023-04-10,Receipt (Production),443,WH_B
INV_SOSO01895,P018,2023-04-10,Shipment (Sale),-17,WH_B
INV_PRPR03503,P022,2023-04-10,Receipt (Production),198,WH_A
INV_SOSO19403,P023,2023-04-10,Shipment (Sale),-14,WH_A
INV_PRPR04992,P024,2023-04-10,Receipt (Production),131,WH_A
INV_SOSO08841,P036,2023-04-10,Shipment (Sale),-19,WH_B
INV_SOSO17601,P037,2023-04-10,Shipment (Sale),-17,WH_A
INV_SOSO12083,P040,2023-04-10,Shipment (Sale),-10,WH_B
INV_SOSO16305,P042,2023-04-10,Shipment (Sale),-18,WH_B
INV_SOSO09336,P046,2023-04-10,Shipment (Sale),-10,WH_A
INV_SOSO13620,P056,2023-04-10,Shipment (Sale),-7,WH_A
INV_SOSO17844,P059,2023-04-10,Shipment (Sale),-14,WH_A
INV_SOSO12559,P061,2023-04-10,Shipment (Sale),-8,WH_A
INV_SOSO03494,P062,2023-04-10,Shipment (Sale),-17,WH_B
INV_PRPR00605,P068,2023-04-10,Receipt (Production),421,WH_A
INV_SOSO05903,P068,2023-04-10,Shipment (Sale),-7,WH_B
INV_SOSO08542,P068,2023-04-10,Shipment (Sale),-11,WH_B
INV_SOSO11578,P070,2023-04-10,Shipment (Sale),-10,WH_A
INV_PRPR04236,P073,2023-04-10,Receipt (Production),61,WH_A
INV_PRPR02222,P075,2023-04-10,Receipt (Production),95,WH_B
INV_SOSO15906,P076,2023-04-10,Shipment (Sale),-7,WH_B
INV_PRPR07645,P077,2023-04-10,Receipt (Production),476,WH_B
INV_SOSO07524,P079,2023-04-10,Shipment (Sale),-9,WH_B
INV_SOSO15894,P080,2023-04-10,Shipment (Sale),-14,WH_A
INV_SOSO07350,P082,2023-04-10,Shipment (Sale),-11,WH_B
